"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"ApexBio Technology",7095,"","","","","","","Chemical Vendors","http://www.apexbt.com",1091,"Apexbio Technology LLC","Greg Young","7505 Fannin St Ste 410","Houston","TX",77054,"United States","2017/02/04","APExBIO Technology LLC is a premier provider of Small Molecule Inhibitors/Activators, Compound Libraries, Peptides, Assay Kits, Fluorescent Labels, Enzymes, Modified Nucleotides, mRNA synthesis and various tools for Molecular Biology. We carry a broad product line in over 20 different research areas such as cancer, immunology, neurosciences, apoptosis and epigenetics etc. Based in USA (Houston, Texas), we have been serving the needs of customers across the world.","","",""
"Apexmol",63493,"","","","","","","Chemical Vendors","http://www.apexmol.com",956,"Apexmol technology Co,.Ltd","Ray Andy","5-2, Unit 1, No. 315 Yunhan Avenue, Beibei District, Chongqing,China","Chongqing","Chongqing",400075,"China","2021/04/16","Apexmol technology co.,Ltd is a company specialized in providing innovative chemical intermediates and chemistry services to the chemical R&D all over the world. Our belief is to provide products and services of the highest quality at the most reasonable prices.","","",""
"Apollo Scientific",101,"","","","","","","Chemical Vendors","https://www.apolloscientific.co.uk/",23293,"Apollo Scientific","Rory O'Donnell","Whitefield Rd, CVFH+9M Bredbury","Stockport","","SK62QR","United Kingdom","2018/12/12","Apollo Scientific supplies intermediate building blocks, with specialist expertise in fluorochemicals and Life Sciences reagents, to the R&D industry for over 20 years.","","",""
"Ark Pharm, Inc.",44349,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.arkpharminc.com",922,"Ark Pharm, Inc.","Larry Huang","3860 North Ventura Drive","ARLINGTON HEIGHTS","IL",60004,"United States","2019/05/08","Found in 2007, Ark Pharm, Inc. is a leading supplier and manufacturer of research chemicals to pharmaceutical companies, universities, biotech companies, healthcare industries, contract research organizations etc.

Ark Pharm, Inc. is headquartered in IL, USA. We are serving the customers worldwide with over 20,000 compounds in stock. New and unique products are constantly added to our catalog. Besides catalog products, our services include custom synthesis of medicinal novel building blocks, novel templates, reference standard compounds, impurities, by-products and other organic intermediates. We also do bulk manufacturing, sourcing and procurement.","","",""
"Ark Pharma Scientific Limited",35851,"","","","","","","Chemical Vendors","http://www.arkpharmtech.com",15709,"Ark Pharma Scientific Limited","Michael Hsiung","Building 6, 888 Gaoxin Rd.","Wuhan","HuBei","","China","2020/11/20","Ark Pharma Scientific Limited, with its own R&D center in WuHan, produces a wide range of organics, especially fluorine, heterocyclic compounds and other active pharmaceutical ingredients.","","",""
"Aromalake Chemical",4408,"","","","","","","Chemical Vendors","https://www.aromalake.com/",1226,"Aromalake Chemical Co., Ltd.","Joice Wang","Hangzhou West Lake science and Technology Park","Hangzhou","Zhejiang",310030,"China","2016/09/05","","","",""
"Aromsyn catalogue",7089,"","","","","","","Chemical Vendors","http://www.aromsyn.com",975,"Aromsyn Co.,Ltd.  ","Yaxian Zhou","Joinhands Science Park, No.4028,Nanhuan Road","Hangzhou","Zhejiang",310053,"China","2015/11/26","","","",""
"Aronis",27395,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.aronis.ru/store/","Aronis","Aronis","Askar Rakishev","19-4-411 Novoyasenevsky prospekt","Moscow","Moscow",117593,"Russia","2013/02/28","Aronis provides fine organic substance samples for high throughput screening, pharmaceutical, agricultural, biotechnology and QSAR research.","","",""
"Arromax Pharmatech Co., Ltd",105,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.arromax.com/indexe.html",1209,"Arromax Pharmatech Co., Ltd","Kay Wang","4th Floor, Bidg A3, Biobay, 218 Xinghu St., Suzhou Industrial Pa","Suzhou","Jiangsu",215123,"China","2013/11/25","","","",""
"ASCA GmbH - Angewandte Synthesechemie Adlershof",2,"","","","","","","Chemical Vendors","https://asca-berlin.de/",24918,"ASCA GmbH - Angewandte Synthesechemie Adlershof","Tobias Olbrisch","Magnusstrasse 11","Berlin","",12489,"Germany","2021/09/03","ASCA GmbH is an independent and privately owned laboratory for chemical synthesis. The company was founded in 2000 with a team of chemists and technicians with many years of synthesis experience, as well as state-of-the-art laboratory facilities, the necessary analytical methods and access to literature databases. They provide synthesis of API-related compounds and production of labeled and unlabeled reference materials and metabolites.","","",""
"ASINEX",362469,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.asinex.com","ASINEX","ASINEX Ltd.","Asinex Ltd.","5 Gabrichevskogo St. Bldg 8","Moscow","Moscow City",123367,"Russia","2006/04/30","Asinex has provided screening libraries of lead-like molecules, macrocycles and fragments as well as research reagents and building blocks that have greatly enhanced the medicinal chemistry programs of our clients throughout the world since 1994.","","",""
"Assembly Blocks Pvt. Ltd.",32517,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.assemblyblocks.com",5528,"Assembly Blocks Pvt. Ltd.","Ankit Patel","Beronet Comm. Complex Second Floor -16","Sabarmati","Ahmedabad Gujarat, I",38005,"India","2014/11/24","Assembly Blocks offers novel collection of scaffolds and uniquely designed building blocks that can diversify the drug discovery process. Most of these Chemical Building Blocks are ready for prompt delivery with purity higher than 95%. The building blocks are based on cheminformatics and client based requests.","","",""
"AstaTech, Inc.",230853,"","","","","","","Chemical Vendors","https://www.astatechinc.com/",1189,"AstaTech, Inc.","Cheng Zeng","2525 Pearl Buck Road","Bristol","PA",19007,"United States","2022/06/02","AstaTech is one of the oldest established U.S. Contract Research Organizations (CRO). It is dedicated to providing high quality services to the global pharmaceutical and bio-technology industry.","","",""
"Atomic Mass Data Center (AMDC), International Atomic Energy Agency (IAEA)","","","","","",118,"","Governmental Organizations","https://www-nds.iaea.org/amdc/",23405,"Atomic Mass Data Center (AMDC), International Atomic Energy Agency (IAEA)","AMDC Staff","Vienna International Centre, P.O. Box 100, A-1400","Vienna","Vienna","","Austria","2021/06/29","The Atomic Mass Data Center (AMDC) at the International Atomic Energy Agency (IAEA) contains unofficial information on masses (experimental, evaluation or theory) that is updated with the latest developments from the community. One of the goals assigned to the AMDC is to give progress reports on the Atomic Mass Evaluation (AME) and to put at the user's disposal the most recent atomic masses.","https://www-nds.iaea.org/disclaimer.html","",""
"ATPase-Kinase Pharmacophores (AKP)",1,"","","","","","","Legacy Depositors, Research and Development","http://www.zu.edu.jo",11915,"","Mahmoud Al-Sha'er","15, Zarqa University","Az Zarqa","","","Jordan","2015/11/30","The Al-Sha'er Lab has validated and statistically approved Pharmacophores for kinases and ATPase for treatment of cancer. The aim of this database is to facilitate the utilization of pharmacophores by other researchers in the field of development of new anticancer agents.","","",""
"Aurora Fine Chemicals LLC",34304433,"","","","","","","Legacy Depositors, Chemical Vendors","https://aurorafinechemicals.com/",11831,"Aurora Fine Chemicals LLC","Alex Kutyrev","7929 Silverton Ave., Suite 609","San Diego","California",92126,"United States","2016/02/15","","","",""
"Aurum Pharmatech LLC",180852,"","","","","","","Legacy Depositors, Chemical Vendors","https://www.aurumpharmatech.com/",926,"Aurum Pharmatech LLC","Aurum Pharmatech Sales Team","P.O Box 504","Howell","NJ",07731,"United States","2015/02/07","Aurum Pharmatech offers novel collection of scaffolds and uniquely designed building blocks that can diversify your drug discovery process. Our current Catalog includes Halides - Alcohols - Aldehydes - Amines (aliphatic, aromatic, primary, secondary) - Amino acids - Carboxylic acids (aliphatic and aromatic) - Hydrazines and hydrazides - Ketones - Nitriles - Nitro compounds - Phenols - Sulfonic acids - Sulfonyl halides - Thioles - Other Reactive Intermediates. Most of these Chemical Building Blocks are ready for prompt delivery with purity higher than 95%.","","",""
"AVA Biochem Switzerland",1,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.ava-biochem.com/pages/en/home.php",15252,"AVA Biochem BSL AG","George Scott","Rothausstrasse 61","Muttenz","","CH-4132","Switzerland","2016/08/30","AVA Biochem produces platform chemicals originating entirely from renewable biomass not competing with the food supply chain, an innovative yet proven and established technology which allows an efficient and cost competitive production process anywhere in the world, a solution which fulfills the needs and requirements of our customers and partners.","","",""
"AvaChem Scientific",6708,"","","","","","","Chemical Vendors","https://www.avachem.com/",10691,"AvaChem Scientific","Jerry Huang","P.O. Box 780442","San Antonio","TEXAS",78278,"United States","2021/02/04","AvaChem Scientific is a biologically active compounds and natural products distributor for life science research and development community. Our products include high potency active ingredients, active pharmaceutical ingredients, and advanced pharmaceutical intermediates. We provide a variety of the finest chemical products with highly competitive prices. We are committed to meet our costumers' needs from milligram to kilogram quantity in a timely manner.","","",""
"Avanti Polar Lipids",272,"","","","","","","Legacy Depositors, Chemical Vendors","https://avantilipids.com/","Avanti Polar Lipids","Avanti Polar Lipids, Inc.","David Black","700 Industrial Park Drive","Alabaster","AL",35007,"United States","2010/10/08","Avanti Polar Lipids, Inc. has a long history of 50 years creating the highest purity lipids available. Although known for lipids, they offer solutions for the entire product cycle, research to commercialization.","","",""
"Avantor Inc",100,"","","","","","","Chemical Vendors","https://www.avantorsciences.com/",23440,"Avantor Inc","Venkatraman Ramakrishnan","Radnor Corporate Center, Building One, Suite 200, 100 Matsonford Road","Radnor","Pennsylvania",19087,"United States","2019/04/11","Avantor is a global manufacturer and distributor of high-quality products, services and solutions to professionals in the life sciences and advanced technologies industries. As our channel brand, VWR offers an integrated, seamless purchasing experience that is optimized for the way our customers do business.","","",""
"AX Molecules Inc",2995,"","","","","","","Chemical Vendors","http://www.axmolecules.com/",15225,"AX Molecules Inc","Jie Xia","2930 Norman Strasse Road, Suite 111","San Marcos","CA",92069,"United States","2016/08/16","","","",""
"Axon Medchem",2106,"","","","","","","Chemical Vendors","http://www.axonmedchem.com",11794,"Axon Medchem","Axon Medchem","12020 Sunrise Valley Dr., suite 100","Reston","Virginia","VA 20191","United States","2021/10/05","","","",""
"AZEPINE",600,"","","","","","","Legacy Depositors, Chemical Vendors","http://azepine.com/",4471,"Azepine Ltd","Julia M","6 Slington House, Rankine Road","Basingstoke","Hampshire","RG24 8PH","United Kingdom","2014/10/02","Azepine Ltd. is a comprehensive chemical research company with first-class experimental conditions and high reputation. Our team consists of highly experienced organic chemists, project managers and executives. We focus on supplying Fine Chemicals, Starting Materials, Active Pharmaceutical Ingredients, Novel Reagents and Intermediates for synthesis of Natural Products and Bioactive Compounds for drug discovery and life science research.","","",""
"B&C Chemical",505,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.bcchemic.com/indexen.html",20887,"Shanghai B&C Chemic Co., Ltd.","Junhua Yi","Building 9, No.1158 Zhongxin Rd.","Shanghai","Shanghai",201612,"China","2019/01/02","B&C Chemical is mainly involved in the research and development, production and product sales of organic electronic materials, pharmaceutical intermediates, chemical materials and other organic chemicals.","","",""
"Bangyong Technology  Co., Ltd.",2851,"","","","","","","Chemical Vendors","http://www.dl-bykj.cn",23751,"Bangyong Technology Co., Ltd.","Baojun Sun","No. 207, Area B, Hongxinghai, Economic and Technological Development Zone","Dalian","Liaoning",116600,"China","2021/08/29","Bangyong Technology  Co., Ltd. focuses on the research of fluoride and OLED materials. It was established in 2014. The R&D center and sales headquarters are located in the Dalian area of China (Liaoning) Free Trade Pilot Zone. A joint venture production base was established in Fuxin Fluoride Park in Liaoning Province.and has branches in the United States, the Netherlands.","","",""
